timestamp,open
2010-07-14,0.05815725
2010-07-15,0.05640261
2010-07-16,0.05800138
2010-07-17,0.0664999
2010-07-18,0.06608795
2010-07-19,0.07879913
2010-07-20,0.07413588
2010-07-21,0.07193466
2010-07-22,0.07417871
2010-07-23,0.0588808
2010-07-24,0.0626421
2010-07-25,0.06976299
2010-07-26,0.06903911
2010-07-27,0.06294483
2010-07-28,0.06798962
2010-07-29,0.06785855
2010-07-30,0.06373855
2010-07-31,0.06367021
2010-08-01,0.06970508
2010-08-02,0.06045
2010-08-03,0.05998519
2010-08-04,0.05997899
2010-08-05,0.05960335
2010-08-06,0.06076835
2010-08-07,0.06115977
2010-08-08,0.05967849
2010-08-09,0.06084069
2010-08-10,0.06612978
2010-08-11,0.06572198
2010-08-12,0.06330224
2010-08-13,0.06134036
2010-08-14,0.06290812
2010-08-15,0.06318722
2010-08-16,0.07745849
2010-08-17,0.09426671
2010-08-18,0.06118207
2010-08-19,0.06809194
2010-08-20,0.06994254
2010-08-21,0.06581683
2010-08-22,0.06833647
2010-08-23,0.06782906
2010-08-24,0.06683719
2010-08-25,0.06611096
2010-08-26,0.06833609
2010-08-27,0.06946493
2010-08-28,0.06650665
2010-08-29,0.0667281
2010-08-30,0.06071818
2010-08-31,0.06609732
2010-09-01,0.06806474
2010-09-02,0.06253
2010-09-03,0.06245932
2010-09-04,0.06021975
2010-09-05,0.0599639
2010-09-06,0.06038112
2010-09-07,0.06079001
2010-09-08,0.06027728
2010-09-09,0.0599086
2010-09-10,0.06050717
2010-09-11,0.06017494
2010-09-12,0.06340796
2010-09-13,0.06011416
2010-09-14,0.06105726
2010-09-15,0.06080235
2010-09-16,0.0805732
2010-09-17,0.09079794
2010-09-18,0.05908685
2010-09-19,0.06071987
2010-09-20,0.06011121
2010-09-21,0.0607776
2010-09-22,0.0601967
2010-09-23,0.06170115
2010-09-24,0.06047148
2010-09-25,0.06081925
2010-09-26,0.06069929
2010-09-27,0.06098513
2010-09-28,0.0609233
2010-09-29,0.06133085
2010-09-30,0.06025938
2010-10-01,0.06202535
2010-10-02,0.06043
2010-10-03,0.06013844
2010-10-04,0.06045428
2010-10-05,0.06092591
2010-10-06,0.06092316
2010-10-07,0.06270507
2010-10-08,0.06582946
2010-10-09,0.080371
2010-10-10,0.09873345
2010-10-11,0.11345086
2010-10-12,0.11766384
2010-10-13,0.11892197
2010-10-14,0.10430046
2010-10-15,0.10072117
2010-10-16,0.10602316
2010-10-17,0.10194793
2010-10-18,0.1054724
2010-10-19,0.1014436
2010-10-20,0.09889042
2010-10-21,0.0993304
2010-10-22,0.10189671
2010-10-23,0.10959341
2010-10-24,0.11000634
2010-10-25,0.12713443
2010-10-26,0.15366604
2010-10-27,0.15463818
2010-10-28,0.18929337
2010-10-29,0.1744869
2010-10-30,0.19008669
2010-10-31,0.19356272
2010-11-01,0.19181494
2010-11-02,0.1965
2010-11-03,0.1944637
2010-11-04,0.19737072
2010-11-05,0.24133692
2010-11-06,0.24713548
2010-11-07,0.32820258
2010-11-08,0.34056142
2010-11-09,0.43840529
2010-11-10,0.22432389
2010-11-11,0.31358503
2010-11-12,0.23283656
2010-11-13,0.25838165
2010-11-14,0.27071671
2010-11-15,0.2952383
2010-11-16,0.28712962
2010-11-17,0.22833879
2010-11-18,0.27075377
2010-11-19,0.27888182
2010-11-20,0.28690538
2010-11-21,0.28051043
2010-11-22,0.28250962
2010-11-23,0.28757612
2010-11-24,0.28040667
2010-11-25,0.28655238
2010-11-26,0.28001665
2010-11-27,0.28250885
2010-11-28,0.28313618
2010-11-29,0.27014513
2010-11-30,0.25858757
2010-12-01,0.21575395
2010-12-02,0.2482
2010-12-03,0.24043004
2010-12-04,0.25027539
2010-12-05,0.24121753
2010-12-06,0.21094287
2010-12-07,0.22759612
2010-12-08,0.23111195
2010-12-09,0.23673102
2010-12-10,0.21324634
2010-12-11,0.21259729
2010-12-12,0.21552626
2010-12-13,0.22405832
2010-12-14,0.2299656
2010-12-15,0.24088325
2010-12-16,0.23706696
2010-12-17,0.24995453
2010-12-18,0.24552352
2010-12-19,0.24349137
2010-12-20,0.24440116
2010-12-21,0.26518131
2010-12-22,0.267489
2010-12-23,0.2683622
2010-12-24,0.25281543
2010-12-25,0.24874559
2010-12-26,0.24997348
2010-12-27,0.26037419
2010-12-28,0.27020572
2010-12-29,0.27425745
2010-12-30,0.29557189
2010-12-31,0.29990545
2011-01-01,0.29992893
2011-01-02,0.3003
2011-01-03,0.30013702
2011-01-04,0.29722666
2011-01-05,0.30077296
2011-01-06,0.29918587
2011-01-07,0.29962122
2011-01-08,0.31565733
2011-01-09,0.32168196
2011-01-10,0.32166059
2011-01-11,0.32359144
2011-01-12,0.32752198
2011-01-13,0.33043849
2011-01-14,0.3325928
2011-01-15,0.4167296
2011-01-16,0.39888188
2011-01-17,0.39127615
2011-01-18,0.37911325
2011-01-19,0.31856292
2011-01-20,0.3267831
2011-01-21,0.35884855
2011-01-22,0.38759435
2011-01-23,0.44249719
2011-01-24,0.43111394
2011-01-25,0.42306448
2011-01-26,0.4260145
2011-01-27,0.4184157
2011-01-28,0.42104254
2011-01-29,0.44597558
2011-01-30,0.44879865
2011-01-31,0.47202438
2011-02-01,0.51766005
2011-02-02,0.6928
2011-02-03,0.79698998
2011-02-04,0.72606859
2011-02-05,0.80891964
2011-02-06,0.91648317
2011-02-07,0.90880875
2011-02-08,0.90339333
2011-02-09,0.91583113
2011-02-10,1.00040517
2011-02-11,0.9799584
2011-02-12,1.0748652
2011-02-13,1.03396843
2011-02-14,1.05401313
2011-02-15,1.0783135
2011-02-16,1.07064245
2011-02-17,1.06373113
2011-02-18,1.04876347
2011-02-19,0.91305807
2011-02-20,0.99200338
2011-02-21,0.87391339
2011-02-22,0.91387312
2011-02-23,0.87632091
2011-02-24,0.89505895
2011-02-25,0.98884074
2011-02-26,0.95859491
2011-02-27,0.99784392
2011-02-28,0.90891282
2011-03-01,0.86738661
2011-03-02,0.9402
2011-03-03,0.94170505
2011-03-04,0.94832853
2011-03-05,0.90351601
2011-03-06,0.91003854
2011-03-07,0.91472888
2011-03-08,0.88752454
2011-03-09,0.88708104
2011-03-10,0.89040084
2011-03-11,0.93113047
2011-03-12,0.88368851
2011-03-13,0.92201252
2011-03-14,0.91457115
2011-03-15,0.90648269
2011-03-16,0.89924127
2011-03-17,0.88048417
2011-03-18,0.86968399
2011-03-19,0.86636842
2011-03-20,0.82501976
2011-03-21,0.81061723
2011-03-22,0.77908522
2011-03-23,0.79554511
2011-03-24,0.84060031
2011-03-25,0.86450759
2011-03-26,0.89945396
2011-03-27,0.87141371
2011-03-28,0.88722045
2011-03-29,0.87510185
2011-03-30,0.81913814
2011-03-31,0.79902333
2011-04-01,0.79077113
2011-04-02,0.7795
2011-04-03,0.78703583
2011-04-04,0.78913511
2011-04-05,0.71389595
2011-04-06,0.76103243
2011-04-07,0.73606753
2011-04-08,0.75202048
2011-04-09,0.75014057
2011-04-10,0.73792301
2011-04-11,0.76177672
2011-04-12,0.76724387
2011-04-13,0.82264364
2011-04-14,0.92180482
2011-04-15,0.99428932
2011-04-16,0.98072591
2011-04-17,1.06668408
2011-04-18,1.10921441
2011-04-19,1.13817646
2011-04-20,1.19994596
